id,name,avgbuyout,sellprice,profession,quality
44210,Faces of Doom,6792857.0,458.0,inscription,epic
167941,Notorious Combatant's Etched Vessel,64989975.0,3163.0,inscription,epic
170316,Uncanny Combatant's Etched Vessel,,6592.0,inscription,epic
164697,Sinister Combatant's Etched Vessel,45000000.0,3321.0,inscription,epic
167942,Notorious Combatant's Etched Vessel,75999999.0,3176.0,inscription,epic
164682,Sinister Combatant's Etched Vessel,31960000.0,3471.0,inscription,epic
206501,Encased Frigid Heart,,251.0,inscription,epic
169301,Highborne Compendium of Swirling Tides,46809968.0,420093.0,inscription,epic
38322,Iron-Bound Tome,791322.0,459.0,inscription,epic
169302,Highborne Compendium of Mystical Bulwark,49400890.0,420093.0,inscription,epic
87560,Greater Ox Horn Inscription,2842499.0,18750.0,inscription,epic
191474,Draconic Vial,,10000.0,jewelcrafting,common
123918,Leystone Ore,83789.0,1.0,jewelcrafting,common
192834,Shimmering Clasp,,20000.0,jewelcrafting,common
178926,Shadowghast Ring,,20.0,jewelcrafting,common
211806,Gilded Vial,,50.0,jewelcrafting,common
151564,Empyrium,21200.0,1.0,jewelcrafting,common
152512,Monelite Ore,347500.0,1.0,jewelcrafting,common
123919,Felslate,220800.0,1.0,jewelcrafting,common
20816,Delicate Copper Wire,9400.0,20.0,jewelcrafting,common
152579,Storm Silver Ore,321000.0,1750.0,jewelcrafting,common
178927,Shadowghast Necklace,,20.0,jewelcrafting,common
213750,Engraved Gemcutter,,,jewelcrafting,common
171828,Laestrite Ore,,650.0,jewelcrafting,common
192883,Glossy Stone,,200.0,jewelcrafting,common
191476,Draconic Vial,,10000.0,jewelcrafting,common
192876,Frameless Lens,,200.0,jewelcrafting,common
192878,Frameless Lens,,200.0,jewelcrafting,common
20963,Mithril Filigree,124700.0,900.0,jewelcrafting,common
168185,Osmenite Ore,339900.0,50.0,jewelcrafting,common
21752,Thorium Setting,44555.0,1250.0,jewelcrafting,common
192877,Frameless Lens,,200.0,jewelcrafting,common
213756,Marbled Stone,,,jewelcrafting,common
20817,Bronze Setting,11000.0,100.0,jewelcrafting,common
211808,Gilded Vial,,10000.0,jewelcrafting,common
213753,Decorative Lens,,,jewelcrafting,common
192835,Shimmering Clasp,,20000.0,jewelcrafting,common
192885,Glossy Stone,,200.0,jewelcrafting,common
213755,Decorative Lens,,,jewelcrafting,common
83795,Scrying Roguestone,331000.0,2500.0,jewelcrafting,common
213752,Engraved Gemcutter,,,jewelcrafting,common
186981,Porous Stone Statue,,4000.0,jewelcrafting,common
186982,Shaded Stone Statue,,4000.0,jewelcrafting,common
211807,Gilded Vial,,10000.0,jewelcrafting,common
192836,Shimmering Clasp,,20000.0,jewelcrafting,common
192884,Glossy Stone,,200.0,jewelcrafting,common
213758,Marbled Stone,,,jewelcrafting,common
191475,Draconic Vial,,10000.0,jewelcrafting,common
213754,Decorative Lens,,,jewelcrafting,common
213757,Marbled Stone,,,jewelcrafting,common
213751,Engraved Gemcutter,,,jewelcrafting,common
112384,Reflecting Prism,880000.0,2500.0,jewelcrafting,uncommon
192998,Crimson Combatant's Jeweled Amulet,,25000.0,jewelcrafting,uncommon
180760,Crown of the Righteous,,7.0,jewelcrafting,uncommon
208238,Verdant Combatant's Jeweled Amulet,,25000.0,jewelcrafting,uncommon
192997,Crimson Combatant's Jeweled Signet,,25000.0,jewelcrafting,uncommon
204404,Square Holders,,50000.0,jewelcrafting,uncommon
204094,Obsidian Combatant's Jeweled Signet,,25000.0,jewelcrafting,uncommon
193029,Projection Prism,,1000.0,jewelcrafting,uncommon
211536,Draconic Combatant's Jeweled Signet,,25000.0,jewelcrafting,uncommon
204095,Obsidian Combatant's Jeweled Amulet,,25000.0,jewelcrafting,uncommon
153715,Straddling Viridium,446666.0,25000.0,jewelcrafting,uncommon
152513,Platinum Ore,300500.0,1.0,jewelcrafting,uncommon
130250,Jeweled Lockpick,233000.0,875.0,jewelcrafting,uncommon
208237,Verdant Combatant's Jeweled Signet,,25000.0,jewelcrafting,uncommon
82775,Sapphire Cub,32437500.0,,jewelcrafting,uncommon
171829,Solenium Ore,,650.0,jewelcrafting,uncommon
193038,Chromatic Focus,,4000.0,jewelcrafting,uncommon
211537,Draconic Combatant's Jeweled Amulet,,25000.0,jewelcrafting,uncommon
193037,Sundered Onyx Loupe,,3000.0,jewelcrafting,uncommon
173126,Straddling Jewel Doublet,,2500.0,jewelcrafting,uncommon
171831,Phaedrum Ore,,650.0,jewelcrafting,uncommon
193035,Bold-Print Bifocals,,1000.0,jewelcrafting,uncommon
192897,Pounce,,2500.0,jewelcrafting,uncommon
171832,Sinvyr Ore,,650.0,jewelcrafting,uncommon
153710,Deadly Solstone,367957.0,25000.0,jewelcrafting,uncommon
52309,Nightstone Choker,193050.0,55086.0,jewelcrafting,uncommon
52306,Jasper Ring,210000.0,55086.0,jewelcrafting,uncommon
52098,Timeless Nightstone,160000.0,8250.0,jewelcrafting,uncommon
52121,Jagged Jasper,850000.0,8250.0,jewelcrafting,uncommon
173125,Revitalizing Jewel Doublet,,2500.0,jewelcrafting,uncommon
171830,Oxxein Ore,,650.0,jewelcrafting,uncommon
42420,Shadow Crystal Focusing Lens,150000.0,2500.0,jewelcrafting,uncommon
52086,Solid Zephyrite,100000.0,8250.0,jewelcrafting,uncommon
23094,Brilliant Blood Garnet,60000.0,6250.0,jewelcrafting,uncommon
82774,Jade Owl,32470000.0,,jewelcrafting,uncommon
193019,"Djaradin's ""Pinata""",,50000.0,jewelcrafting,uncommon
20950,Pendant of the Agate Shield,49800.0,1535.0,jewelcrafting,uncommon
192902,Crafty Queen's Ruby,,3000.0,jewelcrafting,uncommon
194723,Kalu'ak Figurine,,500.0,jewelcrafting,uncommon
153637,Rubellite Staff of Intuition,10000000.0,270.0,jewelcrafting,uncommon
153714,Natant Rubellite,57998.0,25000.0,jewelcrafting,uncommon
52084,Brilliant Carnelian,225000.0,8250.0,jewelcrafting,uncommon
25439,Tigerseye Band,25000.0,250.0,jewelcrafting,uncommon
192894,Blotting Sand,,2500.0,jewelcrafting,uncommon
130216,Quick Azsunite,153750.0,17500.0,jewelcrafting,uncommon
23116,Rigid Azure Moonstone,30000.0,6750.0,jewelcrafting,uncommon
215137,Algari Competitor's Signet,,384448.0,jewelcrafting,uncommon
193036,Left-Handed Magnifying Glass,,3000.0,jewelcrafting,uncommon
52308,Hessonite Band,120000.0,55086.0,jewelcrafting,uncommon
23101,Potent Flame Spessarite,,6250.0,jewelcrafting,uncommon
20954,Heavy Iron Knuckles,150000.0,108.0,jewelcrafting,uncommon
52085,Precise Carnelian,1500000.0,8250.0,jewelcrafting,uncommon
20828,Ring of Twilight Shadows,40000.0,677.0,jewelcrafting,uncommon
112498,Prismatic Focusing Lens,501736.0,2500.0,jewelcrafting,uncommon
23104,Jagged Deep Peridot,100000.0,6250.0,jewelcrafting,uncommon
153711,Quick Golden Beryl,89000.0,25000.0,jewelcrafting,uncommon
52492,Carnelian Spikes,6086711.0,539.0,jewelcrafting,uncommon
20827,Ring of Silver Might,19800.0,875.0,jewelcrafting,uncommon
43248,Stoneguard Band,100000.0,36530.0,jewelcrafting,uncommon
23095,Bold Blood Garnet,549999.0,6250.0,jewelcrafting,uncommon
45054,Prismatic Black Diamond,,,jewelcrafting,uncommon
20907,Solid Bronze Ring,70000.0,300.0,jewelcrafting,uncommon
215120,Radiant Loupes,,3000.0,jewelcrafting,uncommon
153712,Versatile Kyanite,104900.0,25000.0,jewelcrafting,uncommon
43249,Shadowmight Ring,70000.0,36530.0,jewelcrafting,uncommon
52089,Rigid Zephyrite,60000.0,8250.0,jewelcrafting,uncommon
21775,Onslaught Ring,50000.0,8375.0,jewelcrafting,uncommon
42421,Shadow Jade Focusing Lens,23038625.0,2500.0,jewelcrafting,uncommon
23099,Reckless Flame Spessarite,,6250.0,jewelcrafting,uncommon
23114,Smooth Golden Draenite,15500.0,6750.0,jewelcrafting,uncommon
42337,Sun Rock Ring,70000.0,31478.0,jewelcrafting,uncommon
52115,Adept Hessonite,110000.0,8250.0,jewelcrafting,uncommon
21767,Simple Opal Ring,50000.0,8375.0,jewelcrafting,uncommon
23110,Shifting Shadow Draenite,5000.0,6750.0,jewelcrafting,uncommon
173122,Quick Jewel Doublet,,25000.0,jewelcrafting,uncommon
42336,Bloodstone Band,100000.0,31478.0,jewelcrafting,uncommon
52105,Accurate Nightstone,140000.0,8250.0,jewelcrafting,uncommon
115804,Haste Taladite,138000.0,12500.0,jewelcrafting,uncommon
115805,Mastery Taladite,168500.0,12500.0,jewelcrafting,uncommon
130218,Masterful Queen's Opal,188100.0,17500.0,jewelcrafting,uncommon
29160,Emerald Lion Ring,60000.0,9125.0,jewelcrafting,uncommon
21755,Aquamarine Pendant of the Warrior,50000.0,4307.0,jewelcrafting,uncommon
173137,Quick Laestrite Band,,12674.0,jewelcrafting,uncommon
83793,Ornate Band,80000.0,89782.0,jewelcrafting,uncommon
76519,Energized Alexandrite,,10000.0,jewelcrafting,uncommon
52148,Perfect Deadly Hessonite,434406.0,8500.0,jewelcrafting,uncommon
39912,Brilliant Bloodstone,896449.0,7500.0,jewelcrafting,uncommon
193031,Projection Prism,,1000.0,jewelcrafting,uncommon
173135,Versatile Laestrite Band,,12245.0,jewelcrafting,uncommon
24078,Heavy Adamantite Ring,21636.0,27388.0,jewelcrafting,uncommon
21764,Ruby Pendant of Fire,35000.0,6420.0,jewelcrafting,uncommon
32833,Purified Jaggal Pearl,30000.0,6750.0,jewelcrafting,uncommon
25438,Malachite Pendant,15000.0,750.0,jewelcrafting,uncommon
192896,Blotting Sand,,2500.0,jewelcrafting,uncommon
130215,Deadly Deep Amber,110768.0,17500.0,jewelcrafting,uncommon
52307,Alicite Pendant,120000.0,55086.0,jewelcrafting,uncommon
76549,Accurate Roguestone,4600.0,10000.0,jewelcrafting,uncommon
52172,Perfect Precise Carnelian,550000.0,8500.0,jewelcrafting,uncommon
24075,Golden Draenite Ring,65000.0,24491.0,jewelcrafting,uncommon
41367,Dark Jade Focusing Lens,1419360.0,2500.0,jewelcrafting,uncommon
39915,Rigid Chalcedony,50000.0,7500.0,jewelcrafting,uncommon
23105,Regal Deep Peridot,2400.0,6250.0,jewelcrafting,uncommon
20967,Citrine Pendant of Golden Healing,30000.0,3482.0,jewelcrafting,uncommon
20960,Engraved Truesilver Ring,27000.0,1720.0,jewelcrafting,uncommon
192916,Solid Eternity Amber,,2500.0,jewelcrafting,uncommon
193030,Projection Prism,,1000.0,jewelcrafting,uncommon
173123,Versatile Jewel Doublet,,25000.0,jewelcrafting,uncommon
173136,Masterful Laestrite Band,,12628.0,jewelcrafting,uncommon
153638,Viridium Staff of Alacrity,8007639.0,271.0,jewelcrafting,uncommon
153687,Kyanite Ring,5509997.0,918.0,jewelcrafting,uncommon
153689,Golden Beryl Ring,7419999.0,950.0,jewelcrafting,uncommon
76544,Tenuous Tiger Opal,,10000.0,jewelcrafting,uncommon
52176,Perfect Bold Carnelian,1500000.0,8500.0,jewelcrafting,uncommon
52081,Bold Carnelian,250000.0,8250.0,jewelcrafting,uncommon
52095,Sovereign Nightstone,140000.0,8250.0,jewelcrafting,uncommon
52111,Fierce Hessonite,80000.0,8250.0,jewelcrafting,uncommon
52125,Lightning Jasper,500000.0,8250.0,jewelcrafting,uncommon
21778,Ring of Bitter Shadows,,18662.0,jewelcrafting,uncommon
39979,Purified Shadow Crystal,40000.0,7500.0,jewelcrafting,uncommon
23109,Purified Shadow Draenite,,6750.0,jewelcrafting,uncommon
23111,Sovereign Shadow Draenite,15000.0,6750.0,jewelcrafting,uncommon
23115,Subtle Golden Draenite,1330.0,6750.0,jewelcrafting,uncommon
20961,Citrine Ring of Rapid Healing,56500.0,1720.0,jewelcrafting,uncommon
215121,Incanter's Shard,,4000.0,jewelcrafting,uncommon
173138,Deadly Laestrite Band,,12720.0,jewelcrafting,uncommon
173140,Versatile Laestrite Choker,,8737.0,jewelcrafting,uncommon
192895,Blotting Sand,,2500.0,jewelcrafting,uncommon
130217,Versatile Skystone,44550.0,17500.0,jewelcrafting,uncommon
76513,Balanced Alexandrite,,10000.0,jewelcrafting,uncommon
76558,Defender's Roguestone,,10000.0,jewelcrafting,uncommon
52090,Subtle Alicite,140000.0,8250.0,jewelcrafting,uncommon
52094,Fractured Alicite,86500.0,8250.0,jewelcrafting,uncommon
52119,Regal Jasper,250000.0,8250.0,jewelcrafting,uncommon
52120,Nimble Jasper,400000.0,8250.0,jewelcrafting,uncommon
39933,Jagged Dark Jade,33333.0,7500.0,jewelcrafting,uncommon
39959,Reckless Huge Citrine,,7500.0,jewelcrafting,uncommon
42701,Enchanted Pearl,568837.0,8000.0,jewelcrafting,uncommon
23100,Glinting Shadow Draenite,49999.0,6250.0,jewelcrafting,uncommon
23119,Sparkling Azure Moonstone,155342.0,6750.0,jewelcrafting,uncommon
31154,Bronze Torc,11800.0,750.0,jewelcrafting,uncommon
215117,Storyteller's Glasses,,1000.0,jewelcrafting,uncommon
192903,Zen Mystic Sapphire,,3000.0,jewelcrafting,uncommon
192906,Energized Vibrant Emerald,,3000.0,jewelcrafting,uncommon
115803,Critical Strike Taladite,94999.0,12500.0,jewelcrafting,uncommon
76509,Lightning Alexandrite,260000.0,10000.0,jewelcrafting,uncommon
76569,Mystic Sunstone,,10000.0,jewelcrafting,uncommon
52169,Perfect Stormy Zephyrite,599999.0,8500.0,jewelcrafting,uncommon
52082,Delicate Carnelian,220000.0,8250.0,jewelcrafting,uncommon
52088,Stormy Zephyrite,750000.0,8250.0,jewelcrafting,uncommon
52108,Inscribed Hessonite,450000.0,8250.0,jewelcrafting,uncommon
52110,Potent Hessonite,350000.0,8250.0,jewelcrafting,uncommon
52117,Artful Hessonite,129500.0,8250.0,jewelcrafting,uncommon
52118,Keen Hessonite,,8250.0,jewelcrafting,uncommon
21790,Sapphire Pendant of Winter Night,49500.0,7767.0,jewelcrafting,uncommon
39910,Precise Bloodstone,310000.0,7500.0,jewelcrafting,uncommon
39955,Deft Huge Citrine,4166.0,7500.0,jewelcrafting,uncommon
23108,Timeless Shadow Draenite,20417.0,6750.0,jewelcrafting,uncommon
20958,Blazing Citrine Ring,30000.0,1130.0,jewelcrafting,uncommon
20833,Wicked Moonstone Ring,20000.0,1540.0,jewelcrafting,uncommon
20830,Amulet of the Moon,1061167.0,1535.0,jewelcrafting,uncommon
20909,Barbaric Iron Collar,20000.0,1010.0,jewelcrafting,uncommon
20823,Gloom Band,40000.0,837.0,jewelcrafting,uncommon
192905,Zen Mystic Sapphire,,3000.0,jewelcrafting,uncommon
192908,Energized Vibrant Emerald,,3000.0,jewelcrafting,uncommon
192911,Sensei's Sundered Onyx,,3000.0,jewelcrafting,uncommon
192913,Solid Eternity Amber,,2500.0,jewelcrafting,uncommon
192899,Pounce,,2500.0,jewelcrafting,uncommon
165743,Kaleidoscopic Lens,24815266.0,80875.0,jewelcrafting,uncommon
76534,Deft Tiger Opal,,10000.0,jewelcrafting,uncommon
76537,Fierce Tiger Opal,,10000.0,jewelcrafting,uncommon
76546,Splendid Tiger Opal,,10000.0,jewelcrafting,uncommon
43244,Crystal Citrine Necklace,80000.0,31478.0,jewelcrafting,uncommon
52162,Perfect Sovereign Nightstone,300000.0,8500.0,jewelcrafting,uncommon
52171,Perfect Solid Zephyrite,510000.0,8500.0,jewelcrafting,uncommon
52096,Shifting Nightstone,175500.0,8250.0,jewelcrafting,uncommon
52101,Etched Nightstone,160000.0,8250.0,jewelcrafting,uncommon
52102,Glinting Nightstone,220000.0,8250.0,jewelcrafting,uncommon
52103,Retaliating Nightstone,,8250.0,jewelcrafting,uncommon
52128,Sensei's Jasper,60000.0,8250.0,jewelcrafting,uncommon
39919,Solid Chalcedony,80000.0,7500.0,jewelcrafting,uncommon
39932,Stormy Chalcedony,,7500.0,jewelcrafting,uncommon
41450,Perfect Shifting Shadow Crystal,,7500.0,jewelcrafting,uncommon
41464,Perfect Regal Dark Jade,50000.0,7500.0,jewelcrafting,uncommon
41478,Perfect Radiant Dark Jade,,7500.0,jewelcrafting,uncommon
21765,Truesilver Healing Ring,30000.0,2542.0,jewelcrafting,uncommon
23118,Solid Azure Moonstone,24000.0,6750.0,jewelcrafting,uncommon
30419,Brilliant Necklace,22864.0,750.0,jewelcrafting,uncommon
21933,Thick Bronze Necklace,22020.0,750.0,jewelcrafting,uncommon
215144,Algari Competitor's Amulet,,268821.0,jewelcrafting,uncommon
173124,Masterful Jewel Doublet,,25000.0,jewelcrafting,uncommon
173141,Masterful Laestrite Choker,,8768.0,jewelcrafting,uncommon
173142,Quick Laestrite Choker,,8800.0,jewelcrafting,uncommon
192898,Pounce,,2500.0,jewelcrafting,uncommon
153688,Kubiline Ring,8096944.0,947.0,jewelcrafting,uncommon
153713,Masterful Kubiline,24354.0,25000.0,jewelcrafting,uncommon
115807,Versatility Taladite,134000.0,12500.0,jewelcrafting,uncommon
115808,Stamina Taladite,119998.0,12500.0,jewelcrafting,uncommon
76529,Inscribed Tiger Opal,25500.0,10000.0,jewelcrafting,uncommon
76533,Champion's Tiger Opal,,10000.0,jewelcrafting,uncommon
76563,Flashing Pandarian Garnet,250000.0,10000.0,jewelcrafting,uncommon
76566,Subtle Sunstone,200000.0,10000.0,jewelcrafting,uncommon
76567,Quick Sunstone,581887.0,10000.0,jewelcrafting,uncommon
43245,Crystal Chalcedony Amulet,76500.0,31478.0,jewelcrafting,uncommon
52159,Perfect Timeless Nightstone,187605.0,8500.0,jewelcrafting,uncommon
52168,Perfect Rigid Zephyrite,80000.0,8500.0,jewelcrafting,uncommon
52087,Sparkling Zephyrite,128500.0,8250.0,jewelcrafting,uncommon
52104,Veiled Nightstone,210000.0,8250.0,jewelcrafting,uncommon
52116,Fine Hessonite,250000.0,8250.0,jewelcrafting,uncommon
52123,Steady Jasper,132600.0,8250.0,jewelcrafting,uncommon
52126,Puissant Jasper,84999.0,8250.0,jewelcrafting,uncommon
30422,Diamond Focus Ring,39999.0,8375.0,jewelcrafting,uncommon
39927,Sparkling Chalcedony,200000.0,7500.0,jewelcrafting,uncommon
39950,Resplendent Huge Citrine,,7500.0,jewelcrafting,uncommon
39977,Steady Dark Jade,,7500.0,jewelcrafting,uncommon
41441,Perfect Solid Chalcedony,100000.0,7500.0,jewelcrafting,uncommon
41467,Perfect Energized Dark Jade,40000.0,7500.0,jewelcrafting,uncommon
41484,Perfect Deadly Huge Citrine,187500.0,7500.0,jewelcrafting,uncommon
28595,Delicate Blood Garnet,29999.0,6250.0,jewelcrafting,uncommon
31866,Veiled Shadow Draenite,,6250.0,jewelcrafting,uncommon
20966,Jade Pendant of Blasting,30000.0,3482.0,jewelcrafting,uncommon
20831,Heavy Golden Necklace of Battle,50000.0,1535.0,jewelcrafting,uncommon
20955,Golden Dragon Ring,49900.0,665.0,jewelcrafting,uncommon
20818,Elegant Silver Ring,42500.0,625.0,jewelcrafting,uncommon
20820,Simple Pearl Ring,60000.0,1064.0,jewelcrafting,uncommon
20821,Inlaid Malachite Ring,70000.0,1064.0,jewelcrafting,uncommon
21934,Ornate Tigerseye Necklace,20000.0,1500.0,jewelcrafting,uncommon
21932,Heavy Copper Ring,25000.0,250.0,jewelcrafting,uncommon
20906,Braided Copper Ring,20000.0,250.0,jewelcrafting,uncommon
192912,Sensei's Sundered Onyx,,3000.0,jewelcrafting,uncommon
193021,"Djaradin's ""Pinata""",,50000.0,jewelcrafting,uncommon
192907,Energized Vibrant Emerald,,3000.0,jewelcrafting,uncommon
192910,Sensei's Sundered Onyx,,3000.0,jewelcrafting,uncommon
173143,Deadly Laestrite Choker,,8832.0,jewelcrafting,uncommon
76517,Radiant Alexandrite,,10000.0,jewelcrafting,uncommon
76526,Deadly Tiger Opal,3000.0,10000.0,jewelcrafting,uncommon
76527,Crafty Tiger Opal,,10000.0,jewelcrafting,uncommon
76530,Polished Tiger Opal,21497.0,10000.0,jewelcrafting,uncommon
76535,Wicked Tiger Opal,1006748.0,10000.0,jewelcrafting,uncommon
76540,Artful Tiger Opal,25629.0,10000.0,jewelcrafting,uncommon
76542,Skillful Tiger Opal,,10000.0,jewelcrafting,uncommon
76548,Glinting Roguestone,172361.0,10000.0,jewelcrafting,uncommon
76551,Retaliating Roguestone,1000000.0,10000.0,jewelcrafting,uncommon
52129,Perfect Sensei's Jasper,230000.0,8500.0,jewelcrafting,uncommon
52138,Perfect Regal Jasper,1000000.0,8500.0,jewelcrafting,uncommon
52144,Perfect Reckless Hessonite,150000.0,8500.0,jewelcrafting,uncommon
52145,Perfect Deft Hessonite,,8500.0,jewelcrafting,uncommon
52153,Perfect Veiled Nightstone,400000.0,8500.0,jewelcrafting,uncommon
52155,Perfect Glinting Nightstone,350000.0,8500.0,jewelcrafting,uncommon
52170,Perfect Sparkling Zephyrite,320000.0,8500.0,jewelcrafting,uncommon
52173,Perfect Brilliant Carnelian,440000.0,8500.0,jewelcrafting,uncommon
52097,Defender's Nightstone,500000.0,8250.0,jewelcrafting,uncommon
52100,Purified Nightstone,350000.0,8250.0,jewelcrafting,uncommon
52106,Polished Hessonite,219999.0,8250.0,jewelcrafting,uncommon
52114,Skillful Hessonite,87500.0,8250.0,jewelcrafting,uncommon
52124,Forceful Jasper,270000.0,8250.0,jewelcrafting,uncommon
24077,Thick Adamantite Necklace,45099.0,27388.0,jewelcrafting,uncommon
29159,Glowing Thorium Band,47000.0,8375.0,jewelcrafting,uncommon
39900,Bold Bloodstone,897000.0,7500.0,jewelcrafting,uncommon
39907,Subtle Sun Crystal,50000.0,7500.0,jewelcrafting,uncommon
39935,Shifting Shadow Crystal,27000.0,7500.0,jewelcrafting,uncommon
39939,Defender's Shadow Crystal,50000.0,7500.0,jewelcrafting,uncommon
39942,Glinting Shadow Crystal,789000.0,7500.0,jewelcrafting,uncommon
39947,Inscribed Huge Citrine,49500.0,7500.0,jewelcrafting,uncommon
39956,Potent Huge Citrine,50000.0,7500.0,jewelcrafting,uncommon
39957,Veiled Shadow Crystal,40000.0,7500.0,jewelcrafting,uncommon
39975,Nimble Dark Jade,,7500.0,jewelcrafting,uncommon
41434,Perfect Delicate Bloodstone,140000.0,7500.0,jewelcrafting,uncommon
41447,Perfect Rigid Chalcedony,70000.0,7500.0,jewelcrafting,uncommon
41485,Perfect Deft Huge Citrine,10000.0,7500.0,jewelcrafting,uncommon
23103,Radiant Deep Peridot,26226.0,6250.0,jewelcrafting,uncommon
21931,Woven Copper Ring,20000.0,250.0,jewelcrafting,uncommon
194725,Kalu'ak Figurine,,500.0,jewelcrafting,uncommon
192904,Zen Mystic Sapphire,,3000.0,jewelcrafting,uncommon
194724,Kalu'ak Figurine,,500.0,jewelcrafting,uncommon
192900,Crafty Queen's Ruby,,3000.0,jewelcrafting,uncommon
173121,Deadly Jewel Doublet,,25000.0,jewelcrafting,uncommon
76508,Piercing Alexandrite,,10000.0,jewelcrafting,uncommon
76512,Zen Alexandrite,,10000.0,jewelcrafting,uncommon
76515,Turbid Alexandrite,,10000.0,jewelcrafting,uncommon
76518,Shattered Alexandrite,59292.0,10000.0,jewelcrafting,uncommon
76521,Regal Alexandrite,7000.0,10000.0,jewelcrafting,uncommon
76524,Puissant Alexandrite,7500.0,10000.0,jewelcrafting,uncommon
76525,Steady Alexandrite,,10000.0,jewelcrafting,uncommon
76532,Stalwart Tiger Opal,200000.0,10000.0,jewelcrafting,uncommon
76539,Keen Tiger Opal,100000.0,10000.0,jewelcrafting,uncommon
76541,Fine Tiger Opal,,10000.0,jewelcrafting,uncommon
76547,Resplendent Tiger Opal,,10000.0,jewelcrafting,uncommon
76550,Veiled Roguestone,93333.0,10000.0,jewelcrafting,uncommon
76552,Etched Roguestone,,10000.0,jewelcrafting,uncommon
76565,Smooth Sunstone,100000.0,10000.0,jewelcrafting,uncommon
76568,Fractured Sunstone,33333.0,10000.0,jewelcrafting,uncommon
52130,Perfect Zen Jasper,,8500.0,jewelcrafting,uncommon
52142,Perfect Adept Hessonite,229999.0,8500.0,jewelcrafting,uncommon
52157,Perfect Purified Nightstone,750000.0,8500.0,jewelcrafting,uncommon
52158,Perfect Guardian's Nightstone,,8500.0,jewelcrafting,uncommon
52164,Perfect Quick Alicite,240000.0,8500.0,jewelcrafting,uncommon
52083,Flashing Carnelian,500000.0,8250.0,jewelcrafting,uncommon
52091,Smooth Alicite,87750.0,8250.0,jewelcrafting,uncommon
52099,Guardian's Nightstone,787550.0,8250.0,jewelcrafting,uncommon
52112,Deft Hessonite,200000.0,8250.0,jewelcrafting,uncommon
52113,Reckless Hessonite,110000.0,8250.0,jewelcrafting,uncommon
52127,Zen Jasper,500000.0,8250.0,jewelcrafting,uncommon
39905,Delicate Bloodstone,50000.0,7500.0,jewelcrafting,uncommon
39945,Mysterious Shadow Crystal,,7500.0,jewelcrafting,uncommon
39948,Etched Shadow Crystal,40000.0,7500.0,jewelcrafting,uncommon
39949,Champion's Huge Citrine,58278.0,7500.0,jewelcrafting,uncommon
39952,Deadly Huge Citrine,150000.0,7500.0,jewelcrafting,uncommon
39965,Stalwart Huge Citrine,20000.0,7500.0,jewelcrafting,uncommon
39982,Turbid Dark Jade,,7500.0,jewelcrafting,uncommon
41466,Perfect Forceful Dark Jade,100000.0,7500.0,jewelcrafting,uncommon
41470,Perfect Misty Dark Jade,40000.0,7500.0,jewelcrafting,uncommon
41481,Perfect Nimble Dark Jade,,7500.0,jewelcrafting,uncommon
41482,Perfect Accurate Shadow Crystal,30000.0,7500.0,jewelcrafting,uncommon
41490,Perfect Stalwart Huge Citrine,20000.0,7500.0,jewelcrafting,uncommon
23098,Inscribed Flame Spessarite,20000.0,6250.0,jewelcrafting,uncommon
23120,Stormy Azure Moonstone,,6750.0,jewelcrafting,uncommon
31869,Deadly Flame Spessarite,,6250.0,jewelcrafting,uncommon
193020,"Djaradin's ""Pinata""",,50000.0,jewelcrafting,uncommon
83794,Shadowfire Necklace,80000.0,89782.0,jewelcrafting,uncommon
76505,Sparkling Lapis Lazuli,1005100.0,10000.0,jewelcrafting,uncommon
76506,Solid Lapis Lazuli,1402500.0,10000.0,jewelcrafting,uncommon
76507,Misty Alexandrite,,10000.0,jewelcrafting,uncommon
76510,Sensei's Alexandrite,20000.0,10000.0,jewelcrafting,uncommon
76528,Potent Tiger Opal,,10000.0,jewelcrafting,uncommon
76531,Resolute Tiger Opal,,10000.0,jewelcrafting,uncommon
76543,Lucent Tiger Opal,,10000.0,jewelcrafting,uncommon
76559,Sovereign Roguestone,,10000.0,jewelcrafting,uncommon
76560,Delicate Pandarian Garnet,400000.0,10000.0,jewelcrafting,uncommon
76561,Precise Pandarian Garnet,500000.0,10000.0,jewelcrafting,uncommon
89678,Assassin's Roguestone,,10000.0,jewelcrafting,uncommon
52133,Perfect Forceful Jasper,200000.0,8500.0,jewelcrafting,uncommon
52137,Perfect Nimble Jasper,,8500.0,jewelcrafting,uncommon
52140,Perfect Artful Hessonite,300000.0,8500.0,jewelcrafting,uncommon
52147,Perfect Potent Hessonite,600000.0,8500.0,jewelcrafting,uncommon
52149,Perfect Inscribed Hessonite,1500000.0,8500.0,jewelcrafting,uncommon
52156,Perfect Etched Nightstone,300000.0,8500.0,jewelcrafting,uncommon
52175,Perfect Delicate Carnelian,450000.0,8500.0,jewelcrafting,uncommon
24074,Fel Iron Blood Ring,27000.0,24491.0,jewelcrafting,uncommon
52109,Deadly Hessonite,270000.0,8250.0,jewelcrafting,uncommon
39918,Quick Sun Crystal,350000.0,7500.0,jewelcrafting,uncommon
39934,Sovereign Shadow Crystal,47500.0,7500.0,jewelcrafting,uncommon
39940,Guardian's Shadow Crystal,,7500.0,jewelcrafting,uncommon
39951,Fierce Huge Citrine,30000.0,7500.0,jewelcrafting,uncommon
39968,Timeless Shadow Crystal,,7500.0,jewelcrafting,uncommon
